Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
37877,80,30834,80,allow,991,483,508,9,181,5,4
49406,443,41618,443,allow,7808,2879,4929,36,186,19,17
55011,53,15618,53,allow,760,96,664,2,31,1,1
63988,53,36168,53,allow,195,102,93,2,30,1,1
51553,445,0,0,drop,70,70,0,1,0,1,0
51753,445,0,0,drop,70,70,0,1,0,1,0
60332,443,37835,443,allow,5413,3344,2069,32,87,16,16
49203,53,34232,53,allow,195,102,93,2,30,1,1
60762,40010,40997,40010,allow,316,136,180,6,6,3,3
24276,53,24276,53,allow,233,90,143,2,33,1,1
55547,53,1923,53,allow,339,94,245,2,30,1,1
65098,445,0,0,drop,70,70,0,1,0,1,0
55232,25174,0,0,deny,146,146,0,1,0,1,0
50584,26433,35868,26433,allow,166,166,0,1,1200,1,0
57474,445,0,0,drop,70,70,0,1,0,1,0
10348,25604,0,0,deny,62,62,0,1,0,1,0
59833,48817,0,0,deny,107,107,0,1,0,1,0
36456,25174,0,0,deny,62,62,0,1,0,1,0
44059,23,0,0,deny,60,60,0,1,0,1,0
37997,49152,15013,49152,allow,156,156,0,3,8,3,0
49552,53,25565,53,allow,194,102,92,2,30,1,1
65144,53,2841,53,allow,210,110,100,2,29,1,1
56773,445,0,0,drop,70,70,0,1,0,1,0
49297,80,62329,80,allow,16249,1328,14921,28,45,14,14
50316,53,18070,53,allow,816,102,714,2,30,1,1
51653,445,0,0,drop,66,66,0,1,0,1,0
37567,443,17651,443,allow,499,425,74,4,0,3,1
64653,53,37901,53,allow,755,93,662,2,31,1,1
54195,443,37622,443,allow,499,425,74,4,0,3,1
63968,53,37221,53,allow,200,102,98,2,30,1,1
56563,445,0,0,drop,66,66,0,1,0,1,0
37965,4546,34269,4546,allow,3957,2324,1633,51,1720,29,22
52685,445,0,0,drop,70,70,0,1,0,1,0
52209,445,0,0,drop,70,70,0,1,0,1,0
55892,80,55892,80,allow,1917,1468,449,10,20,6,4
50575,53,41966,53,allow,184,94,90,2,30,1,1
51922,44847,0,0,deny,62,62,0,1,0,1,0
62725,445,0,0,drop,70,70,0,1,0,1,0
60921,443,60921,443,allow,4886,1530,3356,17,17,10,7
50135,50584,0,0,deny,62,62,0,1,0,1,0
55638,32765,61121,32765,allow,564,318,246,9,15,5,4
56751,53,17361,53,allow,752,93,659,2,30,1,1
27005,27111,30399,27111,allow,893,126,767,2,30,1,1
60000,1879,0,0,deny,145,145,0,1,0,1,0
56446,443,39205,443,allow,15813,5998,9815,30,120,14,16
64869,53,31516,53,allow,195,94,101,2,30,1,1
55619,53,64151,53,allow,183,94,89,2,30,1,1
27401,37965,0,0,deny,66,66,0,1,0,1,0
58298,445,0,0,drop,66,66,0,1,0,1,0
10586,37965,0,0,deny,62,62,0,1,0,1,0
59225,57587,0,0,deny,66,66,0,1,0,1,0
49160,40527,18392,40527,allow,854,150,704,4,1201,2,2
17027,1,0,0,deny,62,62,0,1,0,1,0
51575,445,0,0,drop,66,66,0,1,0,1,0
54963,53,11032,53,allow,210,110,100,2,30,1,1
53161,443,60488,443,allow,9458,4646,4812,26,25,14,12
50368,445,0,0,drop,66,66,0,1,0,1,0
51823,15843,1473,15843,allow,70,70,0,1,5,1,0
48301,25174,0,0,deny,66,66,0,1,0,1,0
1024,57470,0,0,deny,62,62,0,1,0,1,0
1165,53,1165,53,allow,196,88,108,2,30,1,1
63057,445,0,0,drop,66,66,0,1,0,1,0
55638,53,63082,53,allow,168,86,82,2,30,1,1
63183,64147,0,0,deny,66,66,0,1,0,1,0
50876,443,55719,443,allow,1786,172,1614,7,120,3,4
61699,443,44016,443,allow,16358,3103,13255,39,19,19,20
34431,443,7506,443,allow,1701,1048,653,15,39,8,7
56556,53,50468,53,allow,184,94,90,2,30,1,1
50670,443,29531,443,allow,11940,3585,8355,43,16,24,19
57782,57470,0,0,deny,66,66,0,1,0,1,0
9067,44847,0,0,deny,62,62,0,1,0,1,0
57464,80,36285,80,allow,234,234,0,4,11,4,0
58220,445,0,0,drop,70,70,0,1,0,1,0
53810,443,53810,443,allow,7656,4622,3034,24,139,12,12
55719,443,5079,443,allow,2936,343,2593,12,120,5,7
53281,80,26227,80,allow,124,64,60,3,5,2,1
64835,53,7153,53,allow,174,89,85,2,30,1,1
44454,443,1457,443,allow,7092,1495,5597,22,31,12,10
56800,1,46367,1,allow,70,70,0,1,5,1,0
49448,443,41135,443,allow,186882,17018,169864,206,29,84,122
49622,443,38378,443,allow,11139,3031,8108,30,176,14,16
57470,20014,49843,20014,allow,528,528,0,9,1200,9,0
65359,53,19133,53,allow,193,102,91,2,31,1,1
443,23133,0,0,deny,97,97,0,1,0,1,0
49157,53,42050,53,allow,184,94,90,2,29,1,1
50169,53,12431,53,allow,211,78,133,2,30,1,1
38338,443,60739,443,allow,499,425,74,4,0,3,1
6666,990,0,0,deny,60,60,0,1,0,1,0
60472,20273,1767,20273,allow,70,70,0,2,8,2,0
56142,445,0,0,drop,70,70,0,1,0,1,0
55887,53,55834,53,allow,166,86,80,2,30,1,1
63027,445,0,0,drop,70,70,0,1,0,1,0
28034,443,40574,443,allow,5456,1388,4068,17,15,9,8
62284,445,0,0,drop,70,70,0,1,0,1,0
61762,44847,0,0,deny,62,62,0,1,0,1,0
61314,23,0,0,deny,60,60,0,1,0,1,0
55872,445,0,0,drop,66,66,0,1,0,1,0
50369,53,17923,53,allow,166,86,80,2,29,1,1
56606,3389,56606,3389,allow,4130,2105,2025,18,16,9,9
53843,443,32315,443,allow,499,425,74,4,0,3,1
51984,54606,5412,54606,allow,70,70,0,2,8,2,0
3478,61463,0,0,deny,1290,1290,0,1,0,1,0
13911,57470,0,0,deny,60,60,0,1,0,1,0
2527,53,2527,53,allow,371,237,134,3,34,2,1
49564,53,57263,53,allow,168,78,90,2,30,1,1
51805,443,60178,443,allow,6339,1901,4438,16,120,8,8
28875,51505,0,0,deny,62,62,0,1,0,1,0
64892,53,50035,53,allow,252,102,150,2,29,1,1
59096,57866,0,0,deny,66,66,0,1,0,1,0
32395,30188,0,0,deny,62,62,0,1,0,1,0
8412,8412,23033,8412,allow,66,66,0,1,30,1,0
49296,80,39063,80,allow,1515,481,1034,11,15,6,5
49410,53,65177,53,allow,172,88,84,2,31,1,1
60476,80,59400,80,allow,613,539,74,7,15,6,1
52303,445,0,0,drop,66,66,0,1,0,1,0
49839,443,39363,443,allow,17843,13076,4767,27,134,17,10
34782,443,56417,443,allow,15321,1796,13525,26,326,11,15
56826,22114,0,0,deny,66,66,0,1,0,1,0
64204,53,37090,53,allow,193,102,91,2,31,1,1
55008,21247,0,0,deny,66,66,0,1,0,1,0
53561,35885,5770,35885,allow,70,70,0,1,5,1,0
48817,47005,48817,47005,allow,158,158,0,1,1200,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
1027,25174,0,0,deny,146,146,0,1,0,1,0
65352,445,0,0,drop,66,66,0,1,0,1,0
51924,28016,53313,28016,allow,70,70,0,1,5,1,0
1027,25174,0,0,deny,62,62,0,1,0,1,0
55927,53,11810,53,allow,711,87,624,2,30,1,1
55038,443,38606,443,allow,30239,8906,21333,61,32,34,27
49611,53,44426,53,allow,184,94,90,2,30,1,1
50834,64147,0,0,deny,62,62,0,1,0,1,0
49442,445,0,0,drop,66,66,0,1,0,1,0
58959,445,0,0,drop,66,66,0,1,0,1,0
52733,445,0,0,drop,70,70,0,1,0,1,0
49402,445,0,0,drop,66,66,0,1,0,1,0
65274,445,0,0,drop,70,70,0,1,0,1,0
59937,37965,0,0,deny,66,66,0,1,0,1,0
53161,30013,6313,30013,allow,70,70,0,2,7,2,0
49740,53,35003,53,allow,167,86,81,2,30,1,1
58805,445,0,0,drop,66,66,0,1,0,1,0
42438,443,37580,443,allow,7747,1737,6010,27,316,13,14
56553,53,20095,53,allow,701,88,613,2,30,1,1
15499,22114,0,0,deny,62,62,0,1,0,1,0
45105,443,12616,443,allow,3607,2257,1350,22,19,12,10
65231,50584,0,0,deny,66,66,0,1,0,1,0
57470,16288,57203,16288,allow,924,924,0,15,1200,15,0
50677,445,0,0,drop,70,70,0,1,0,1,0
32974,37965,0,0,deny,66,66,0,1,0,1,0
54198,443,37713,443,allow,499,425,74,4,0,3,1
63084,445,0,0,drop,70,70,0,1,0,1,0
40204,40012,25675,40012,allow,148,86,62,2,30,1,1
65073,80,65073,80,allow,169702,10513,159189,187,23,72,115
53260,443,64697,443,allow,6136,1916,4220,28,15,16,12
443,21745,0,0,deny,66,66,0,1,0,1,0
51221,1950,25491,1950,allow,870,330,540,12,1316,6,6
35967,443,11420,443,allow,3870,1743,2127,13,120,6,7
43260,41615,0,0,deny,145,145,0,1,0,1,0
64605,445,0,0,drop,70,70,0,1,0,1,0
51912,45007,7239,45007,allow,1345,679,666,9,30,5,4
50827,443,49837,443,allow,7298,2661,4637,21,17,11,10
51438,445,0,0,drop,66,66,0,1,0,1,0
64517,53,41461,53,allow,211,102,109,2,30,1,1
39844,443,3106,443,allow,2042,1022,1020,17,80,9,8
64231,443,45459,443,allow,2227,1018,1209,17,16,8,9
56896,80,32594,80,allow,2684,2550,134,7,16,5,2
64947,445,0,0,drop,70,70,0,1,0,1,0
55993,53,52586,53,allow,199,102,97,2,30,1,1
34247,48817,0,0,deny,145,145,0,1,0,1,0
56026,51505,0,0,deny,146,146,0,1,0,1,0
38695,443,12020,443,allow,1185199,19993,1165206,1088,16,289,799
2075,19473,0,0,deny,62,62,0,1,0,1,0
7749,36237,0,0,deny,62,62,0,1,0,1,0
65411,53,34611,53,allow,354,102,252,2,30,1,1
55515,445,0,0,drop,70,70,0,1,0,1,0
52069,80,30929,80,allow,362,240,122,7,25,5,2
42128,54532,0,0,deny,60,60,0,1,0,1,0
45964,2225,0,0,deny,60,60,0,1,0,1,0
51845,80,46640,80,allow,502,310,192,9,31,6,3
6666,8888,0,0,deny,60,60,0,1,0,1,0
53461,445,0,0,drop,70,70,0,1,0,1,0
52843,445,0,0,drop,70,70,0,1,0,1,0
60959,443,46440,443,allow,17149,2543,14606,40,46,22,18
60739,40010,46673,40010,allow,316,136,180,6,6,3,3
65183,445,0,0,drop,70,70,0,1,0,1,0
8239,37965,0,0,deny,146,146,0,1,0,1,0
13996,56205,0,0,deny,62,62,0,1,0,1,0
54991,53,42971,53,allow,253,87,166,4,29,2,2
51033,443,39133,443,allow,14697,3801,10896,52,120,24,28
56059,80,49532,80,allow,1151,711,440,10,15,5,5
5223,1210,0,0,deny,66,66,0,1,0,1,0
27005,27015,65142,27015,allow,883,126,757,2,30,1,1
56637,53,46210,53,allow,199,102,97,2,30,1,1
49173,53,47440,53,allow,234,94,140,2,30,1,1
5228,3434,0,0,deny,345,345,0,1,0,1,0
51273,445,0,0,drop,66,66,0,1,0,1,0
50282,445,0,0,drop,66,66,0,1,0,1,0
60593,80,43950,80,allow,130,70,60,2,15,1,1
56070,53,55660,53,allow,186,95,91,2,31,1,1
56128,445,0,0,drop,70,70,0,1,0,1,0
49501,11392,0,0,deny,66,66,0,1,0,1,0
27677,22114,0,0,deny,146,146,0,1,0,1,0
49954,53,47734,53,allow,228,110,118,2,30,1,1
53531,445,0,0,drop,70,70,0,1,0,1,0
50035,445,0,0,drop,70,70,0,1,0,1,0
6121,51505,0,0,deny,66,66,0,1,0,1,0
52698,80,54306,80,allow,8280,5678,2602,25,111,14,11
64486,53,21384,53,allow,290,102,188,2,30,1,1
64573,53,39960,53,allow,184,94,90,2,30,1,1
53365,445,0,0,drop,70,70,0,1,0,1,0
45169,14037,0,0,deny,74,74,0,1,0,1,0
56400,35440,0,0,deny,66,66,0,1,0,1,0
65203,30188,0,0,deny,66,66,0,1,0,1,0
53640,25174,0,0,deny,66,66,0,1,0,1,0
52044,445,0,0,drop,70,70,0,1,0,1,0
49418,27017,15205,27017,allow,252,78,174,2,30,1,1
58638,5900,0,0,deny,62,62,0,1,0,1,0
65026,53,32654,53,allow,186,95,91,2,30,1,1
56006,53,57116,53,allow,183,102,81,2,29,1,1
59583,445,0,0,drop,70,70,0,1,0,1,0
64729,445,0,0,drop,66,66,0,1,0,1,0
16387,7205,0,0,deny,60,60,0,1,0,1,0
53592,23578,40087,23578,allow,70,70,0,2,7,2,0
64791,53,19745,53,allow,763,102,661,2,29,1,1
54904,445,0,0,drop,66,66,0,1,0,1,0
60075,445,0,0,drop,66,66,0,1,0,1,0
54927,443,30686,443,allow,7148,1924,5224,35,364,19,16
443,50238,0,0,deny,331,331,0,1,0,1,0
55830,53,64690,53,allow,183,94,89,2,30,1,1
43937,123,21193,123,allow,184,94,90,2,30,1,1
52940,445,0,0,drop,66,66,0,1,0,1,0
55962,53,39113,53,allow,186,95,91,2,31,1,1
65377,445,0,0,drop,66,66,0,1,0,1,0
53698,8120,60768,8120,allow,70,70,0,1,5,1,0
59813,53,59813,53,allow,228,97,131,2,30,1,1
59466,445,0,0,drop,66,66,0,1,0,1,0
49993,53,3383,53,allow,211,102,109,2,30,1,1
49626,443,38035,443,allow,8266,1963,6303,28,175,14,14
14903,10387,0,0,deny,159,159,0,1,0,1,0
55405,53,37369,53,allow,199,102,97,2,30,1,1
54526,44847,0,0,deny,66,66,0,1,0,1,0
50487,80,25708,80,allow,378,192,186,7,21,4,3
55459,50584,0,0,deny,62,62,0,1,0,1,0
53728,445,0,0,drop,70,70,0,1,0,1,0
57889,443,40826,443,allow,1851,1212,639,18,177,11,7
56328,36237,0,0,deny,62,62,0,1,0,1,0
50606,445,0,0,drop,66,66,0,1,0,1,0
55283,53,5653,53,allow,754,94,660,2,31,1,1
34811,56205,0,0,deny,62,62,0,1,0,1,0
55366,53,65278,53,allow,79,79,0,2,35,2,0
55392,445,0,0,drop,70,70,0,1,0,1,0
52077,80,35958,80,allow,366,240,126,7,26,5,2
49662,443,39223,443,allow,2690,1342,1348,23,19,12,11
42241,11392,0,0,deny,62,62,0,1,0,1,0
18683,26467,0,0,deny,62,62,0,1,0,1,0
40806,8000,37524,8000,allow,195,71,124,4,58,2,2
26851,59858,0,0,deny,146,146,0,1,0,1,0
54998,53,27657,53,allow,198,102,96,2,31,1,1
50751,445,0,0,drop,70,70,0,1,0,1,0
49429,53,19123,53,allow,204,104,100,2,31,1,1
58435,64631,0,0,deny,74,74,0,1,0,1,0
2383,37965,0,0,deny,66,66,0,1,0,1,0
51004,445,0,0,drop,66,66,0,1,0,1,0
57903,80,16780,80,allow,6457,1210,5247,14,17,8,6
56303,53,13622,53,allow,170,87,83,2,30,1,1
52239,443,55922,443,allow,6564,3283,3281,19,140,10,9
53567,64147,0,0,deny,66,66,0,1,0,1,0
54459,445,0,0,drop,66,66,0,1,0,1,0
53779,445,0,0,drop,66,66,0,1,0,1,0
57314,53,2474,53,allow,195,102,93,2,31,1,1
62360,445,0,0,drop,66,66,0,1,0,1,0
40926,53,16373,53,allow,168,78,90,2,30,1,1
48070,53,48070,53,allow,197,90,107,2,30,1,1
53069,443,18651,443,allow,13074,8472,4602,31,135,16,15
55817,53,51311,53,allow,177,94,83,2,30,1,1
60534,80,60534,80,allow,84558,3469,81089,94,16,34,60
54109,36829,0,0,deny,66,66,0,1,0,1,0
35266,53,50904,53,allow,164,78,86,2,30,1,1
56341,443,32673,443,allow,49417,5511,43906,108,439,54,54
65323,53,29690,53,allow,816,102,714,2,30,1,1
49253,53,38638,53,allow,727,86,641,2,29,1,1
65132,53,40938,53,allow,167,86,81,2,31,1,1
42722,56448,0,0,deny,74,74,0,1,0,1,0
48163,443,22836,443,allow,20124,12085,8039,54,385,29,25
58381,57470,0,0,deny,66,66,0,1,0,1,0
65376,445,0,0,drop,66,66,0,1,0,1,0
55274,53,15789,53,allow,711,87,624,2,30,1,1
53366,445,0,0,drop,70,70,0,1,0,1,0
62363,445,0,0,drop,66,66,0,1,0,1,0
63917,57826,39527,57826,allow,70,70,0,1,5,1,0
46085,443,28925,443,allow,13018,2021,10997,34,95,14,20
57837,64147,0,0,deny,66,66,0,1,0,1,0
35577,443,21477,443,allow,15162,8505,6657,55,197,29,26
53140,443,40797,443,allow,8349,1987,6362,23,30,12,11
51902,55933,35723,55933,allow,316,136,180,6,5,3,3
65175,53,9313,53,allow,778,103,675,2,30,1,1
37511,443,37511,443,allow,4673,1766,2907,19,26,11,8
1025,35447,0,0,deny,62,62,0,1,0,1,0
56767,53,58838,53,allow,177,94,83,2,30,1,1
56676,37965,0,0,deny,66,66,0,1,0,1,0
61506,443,7741,443,allow,15255,2304,12951,30,31,13,17
45941,23388,0,0,deny,60,60,0,1,0,1,0
31539,37965,0,0,deny,62,62,0,1,0,1,0
53112,29258,48583,29258,allow,70,70,0,1,5,1,0
65401,53,57745,53,allow,235,102,133,2,29,1,1
55616,445,0,0,drop,66,66,0,1,0,1,0
52178,443,8092,443,allow,414,140,274,7,26,3,4
15793,64147,0,0,deny,66,66,0,1,0,1,0
62429,445,0,0,drop,70,70,0,1,0,1,0
56945,443,12296,443,allow,7818,2136,5682,31,322,14,17
15503,7750,61935,7750,allow,858,858,0,14,1200,14,0
64540,53,29410,53,allow,94,94,0,1,30,1,0
4427,50584,0,0,deny,62,62,0,1,0,1,0
53227,64097,0,0,deny,62,62,0,1,0,1,0
20005,37965,0,0,deny,62,62,0,1,0,1,0
49874,443,49241,443,allow,15358,8278,7080,47,19,24,23
58638,5900,0,0,deny,62,62,0,1,0,1,0
52141,443,17579,443,allow,15637,4217,11420,42,83,19,23
59991,445,0,0,drop,66,66,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
60112,443,25865,443,allow,572,280,292,9,16,5,4
59454,53,0,0,allow,86,86,0,1,30,1,0
35755,80,35755,80,allow,201552,13184,188368,245,30,111,134
62064,22114,0,0,deny,66,66,0,1,0,1,0
63263,57470,0,0,deny,66,66,0,1,0,1,0
51093,57470,0,0,deny,66,66,0,1,0,1,0
55726,32463,13679,32463,allow,70,70,0,2,8,2,0
49493,445,0,0,drop,70,70,0,1,0,1,0
58145,1433,58145,1433,allow,60,60,0,2,5,2,0
65246,53,37552,53,allow,183,94,89,2,30,1,1
39742,62413,0,0,deny,66,66,0,1,0,1,0
53790,443,36167,443,allow,499,425,74,4,0,3,1
56391,445,0,0,drop,70,70,0,1,0,1,0
49982,445,0,0,drop,66,66,0,1,0,1,0
49295,443,9529,443,allow,4179,2599,1580,27,75,13,14
49880,53,5726,53,allow,194,102,92,2,30,1,1
56301,445,0,0,drop,70,70,0,1,0,1,0
52772,445,0,0,drop,70,70,0,1,0,1,0
4366,51505,0,0,deny,62,62,0,1,0,1,0
10480,26467,0,0,deny,62,62,0,1,0,1,0
49301,53,26968,53,allow,353,118,235,2,31,1,1
63925,37965,0,0,deny,66,66,0,1,0,1,0
55806,53,53227,53,allow,200,102,98,2,30,1,1
54206,25174,0,0,deny,62,62,0,1,0,1,0
38223,443,38223,443,allow,4782,1875,2907,19,29,11,8
64763,53,55818,53,allow,212,108,104,2,31,1,1
46582,80,45383,80,allow,540,540,0,10,194,10,0
52481,443,46031,443,allow,6270,1368,4902,22,15,12,10
15513,25174,0,0,deny,62,62,0,1,0,1,0
55229,53,60362,53,allow,720,94,626,2,30,1,1
49507,53,65329,53,allow,177,94,83,2,30,1,1
49966,53,36472,53,allow,182,102,80,2,30,1,1
50464,80,22574,80,allow,8453,2011,6442,17,21,8,9
37593,443,32259,443,allow,21234,9602,11632,48,70,28,20
49869,443,47117,443,allow,7910,1967,5943,30,55,15,15
11488,22114,0,0,deny,66,66,0,1,0,1,0
56185,53,12663,53,allow,183,102,81,2,29,1,1
64288,53,3103,53,allow,183,94,89,2,31,1,1
55692,443,55692,443,allow,7516,1498,6018,25,79,11,14
65268,445,0,0,drop,66,66,0,1,0,1,0
65029,445,0,0,drop,70,70,0,1,0,1,0
40481,22114,0,0,deny,66,66,0,1,0,1,0
60442,49556,41273,49556,allow,624,318,306,10,15,5,5
21179,44847,0,0,deny,146,146,0,1,0,1,0
37639,53,37639,53,allow,245,106,139,2,29,1,1
53898,12172,10905,12172,allow,70,70,0,2,7,2,0
42936,53,47625,53,allow,199,94,105,2,30,1,1
37647,36237,0,0,deny,62,62,0,1,0,1,0
53092,443,35345,443,allow,7676,1577,6099,28,395,9,19
51281,445,0,0,drop,70,70,0,1,0,1,0
41852,443,11364,443,allow,22648,14673,7975,96,245,45,51
56470,53,21021,53,allow,196,100,96,2,31,1,1
49638,53,28303,53,allow,331,88,243,4,32,2,2
41381,23,0,0,deny,60,60,0,1,0,1,0
52143,37807,0,0,deny,66,66,0,1,0,1,0
64827,53,50756,53,allow,291,86,205,2,30,1,1
58638,5900,0,0,deny,62,62,0,1,0,1,0
48350,57470,0,0,deny,74,74,0,1,0,1,0
49791,53,6212,53,allow,777,87,690,2,30,1,1
56388,53,20730,53,allow,275,95,180,4,44,2,2
49211,80,44277,80,allow,8971,1094,7877,17,15,7,10
59418,443,6727,443,allow,2946,1812,1134,16,15,8,8
26799,50584,0,0,deny,62,62,0,1,0,1,0
59037,28370,0,0,deny,62,62,0,1,0,1,0
59451,50584,0,0,deny,62,62,0,1,0,1,0
9511,443,26929,443,allow,318,192,126,6,34,4,2
41152,443,5083,443,allow,1848,1139,709,14,579,8,6
51045,445,0,0,drop,70,70,0,1,0,1,0
54776,443,51403,443,allow,9501,1502,7999,24,29,13,11
56654,53,47578,53,allow,102,102,0,1,30,1,0
52726,445,0,0,drop,66,66,0,1,0,1,0
64567,445,0,0,drop,66,66,0,1,0,1,0
53249,443,17659,443,allow,3292049,87705,3204344,3470,232,1188,2282
59700,445,0,0,drop,70,70,0,1,0,1,0
60587,443,60587,443,allow,4572,1665,2907,19,27,11,8
63344,53,0,0,deny,73,73,0,1,0,1,0
62014,35440,0,0,deny,66,66,0,1,0,1,0
49518,53,65191,53,allow,167,86,81,2,30,1,1
31978,57470,0,0,deny,60,60,0,1,0,1,0
54717,445,0,0,drop,70,70,0,1,0,1,0
52090,80,61372,80,allow,2774,703,2071,12,22,7,5
53664,80,23809,80,allow,3741,3008,733,16,15,10,6
49628,53,54412,53,allow,168,86,82,2,30,1,1
56131,37807,0,0,deny,62,62,0,1,0,1,0
39681,37965,0,0,deny,62,62,0,1,0,1,0
42030,25,0,0,deny,74,74,0,1,0,1,0
59206,445,0,0,drop,70,70,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
56269,53,36395,53,allow,102,102,0,1,30,1,0
6666,50070,0,0,deny,60,60,0,1,0,1,0
64041,53,42434,53,allow,198,94,104,2,30,1,1
64756,11392,0,0,deny,62,62,0,1,0,1,0
61382,443,28176,443,allow,32082,12801,19281,62,150,25,37
63544,445,0,0,drop,70,70,0,1,0,1,0
53216,443,19039,443,allow,26702,3270,23432,40,136,16,24
55002,443,46892,443,allow,6953,2447,4506,26,37,15,11
52188,1433,0,0,deny,60,60,0,1,0,1,0
57561,445,0,0,drop,70,70,0,1,0,1,0
58562,57587,0,0,deny,66,66,0,1,0,1,0
443,38956,0,0,deny,82,82,0,1,0,1,0
43164,443,24293,443,allow,10030,3002,7028,24,16,13,11
58892,445,0,0,drop,70,70,0,1,0,1,0
50917,445,0,0,drop,70,70,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
56092,53,54654,53,allow,177,94,83,2,30,1,1
56275,53,62167,53,allow,177,94,83,2,29,1,1
56869,17637,0,0,deny,66,66,0,1,0,1,0
56448,53,60650,53,allow,177,94,83,2,29,1,1
49276,80,4660,80,allow,254,128,126,5,16,3,2
55232,53,4973,53,allow,177,94,83,2,30,1,1
45210,443,36516,443,allow,1699,1038,661,16,276,9,7
11801,443,11801,443,allow,19187,5127,14060,38,22,23,15
49212,53,34127,53,allow,1188,94,1094,2,29,1,1
34489,443,45344,443,allow,8363,1573,6790,24,49,14,10
57676,445,0,0,drop,70,70,0,1,0,1,0
55481,53,52263,53,allow,793,101,692,2,31,1,1
11030,37965,0,0,deny,62,62,0,1,0,1,0
60894,443,20427,443,allow,34862,6364,28498,64,54,31,33
29988,44847,0,0,deny,66,66,0,1,0,1,0
53851,23650,26484,23650,allow,320,140,180,6,5,3,3
15530,49718,0,0,deny,146,146,0,1,0,1,0
55713,445,0,0,drop,66,66,0,1,0,1,0
50325,445,0,0,drop,66,66,0,1,0,1,0
49502,53,35075,53,allow,179,86,93,2,29,1,1
61226,445,0,0,drop,66,66,0,1,0,1,0
0,0,0,0,allow,480,244,236,4,0,2,2
58345,123,37586,123,allow,184,94,90,2,30,1,1
36538,64147,0,0,deny,62,62,0,1,0,1,0
56965,53,39310,53,allow,183,94,89,2,30,1,1
49197,53,27457,53,allow,751,95,656,2,30,1,1
39500,443,7473,443,allow,6517,2048,4469,21,90,12,9
60387,32087,24462,32087,allow,320,140,180,6,7,3,3
15701,37965,0,0,deny,146,146,0,1,0,1,0
57291,443,9776,443,allow,2685,1353,1332,17,19,10,7
52406,443,64172,443,allow,13978,8842,5136,46,52,26,20
63117,7000,63117,7000,allow,4067,1750,2317,16,15,9,7
56794,443,16368,443,allow,8073,2053,6020,20,15,11,9
50028,53,56615,53,allow,323,110,213,2,29,1,1
56909,443,38825,443,allow,31860,21778,10082,84,190,42,42
50239,53,26724,53,allow,183,94,89,2,30,1,1
19962,53,19962,53,allow,832,106,726,2,30,1,1
55454,53,12163,53,allow,168,86,82,2,32,1,1
52779,445,0,0,drop,66,66,0,1,0,1,0
65355,53,46648,53,allow,592,105,487,4,50,2,2
61455,445,0,0,drop,70,70,0,1,0,1,0
65236,445,0,0,drop,70,70,0,1,0,1,0
21496,50265,0,0,deny,62,62,0,1,0,1,0
55516,53,62536,53,allow,211,102,109,2,30,1,1
55417,53,62498,53,allow,198,102,96,2,32,1,1
55329,53,39839,53,allow,210,102,108,2,29,1,1
57547,445,0,0,drop,70,70,0,1,0,1,0
63765,51221,0,0,deny,62,62,0,1,0,1,0
12074,10197,0,0,deny,72,72,0,1,0,1,0
52629,53,0,0,allow,418,154,264,4,33,2,2
9149,443,28137,443,allow,6128,763,5365,17,29,9,8
63715,29834,21653,29834,allow,70,70,0,1,4,1,0
15113,25174,0,0,deny,62,62,0,1,0,1,0
49977,53,37356,53,allow,212,94,118,2,30,1,1
61457,21247,0,0,deny,66,66,0,1,0,1,0
63254,445,0,0,drop,70,70,0,1,0,1,0
55907,53,49379,53,allow,184,94,90,2,30,1,1
63677,15503,0,0,deny,66,66,0,1,0,1,0
50816,445,0,0,drop,66,66,0,1,0,1,0
50042,53,35274,53,allow,738,86,652,2,29,1,1
52108,20175,5769,20175,allow,70,70,0,2,8,2,0
48186,51050,0,0,deny,62,62,0,1,0,1,0
55044,53,10792,53,allow,196,102,94,2,31,1,1
49418,27015,38933,27015,allow,78,78,0,1,29,1,0
58753,443,55994,443,allow,5167,700,4467,16,14,7,9
63976,445,0,0,drop,66,66,0,1,0,1,0
55288,445,0,0,drop,70,70,0,1,0,1,0
51773,80,63744,80,allow,40993,2984,38009,57,24,28,29
64321,445,0,0,drop,66,66,0,1,0,1,0
57202,53,47171,53,allow,184,94,90,2,30,1,1
38346,80,22623,80,allow,1818,1504,314,13,16,8,5
49713,53,44635,53,allow,177,94,83,2,30,1,1
52280,44847,0,0,deny,66,66,0,1,0,1,0
50018,445,0,0,drop,70,70,0,1,0,1,0
54360,443,26291,443,allow,12260,3870,8390,52,283,27,25
60120,445,0,0,drop,66,66,0,1,0,1,0
61698,445,0,0,drop,70,70,0,1,0,1,0
65527,53,57886,53,allow,194,94,100,2,30,1,1
12965,37965,0,0,deny,66,66,0,1,0,1,0
49180,53,27807,53,allow,359,118,241,2,30,1,1
64332,445,0,0,drop,70,70,0,1,0,1,0
10669,49756,0,0,deny,60,60,0,1,0,1,0
53750,27352,15975,27352,allow,70,70,0,1,4,1,0
