Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
65139,53,1458,53,216,110,106,2,30,1,1
49296,53,40772,53,193,102,91,2,30,1,1
50330,443,24584,443,9585,2138,7447,26,82,13,13
64082,53,61850,53,329,102,227,2,30,1,1
64822,53,9057,53,200,94,106,2,30,1,1
57222,53,51448,53,177,94,83,2,30,1,1
50755,80,50755,80,450,246,204,8,25,5,3
39475,443,29487,443,3310,2291,1019,17,16,10,7
55265,53,19057,53,740,93,647,2,31,1,1
53886,443,40309,443,499,425,74,4,0,3,1
27005,27018,49128,27018,879,126,753,2,30,1,1
35751,80,35751,80,336615,15190,321425,383,31,159,224
55100,53,15692,53,182,102,80,2,30,1,1
52039,80,39126,80,366,240,126,7,25,5,2
50127,80,7047,80,164773,6196,158577,200,135,83,117
56891,53,55899,53,226,110,116,2,30,1,1
53081,443,13924,443,16157,6478,9679,46,83,23,23
52151,53,52151,53,198,89,109,2,31,1,1
47950,443,47950,443,9159,1627,7532,19,150,11,8
49429,53,51638,53,199,102,97,2,29,1,1
57357,443,47242,443,126,60,66,3,11,2,1
40940,443,19885,443,9856,1973,7883,32,140,17,15
45844,443,26065,443,44232,11223,33009,97,460,50,47
51764,33432,6081,33432,70,70,0,1,5,1,0
64113,53,33491,53,294,134,160,2,30,1,1
55027,53,14460,53,177,94,83,2,29,1,1
44850,443,60943,443,4502,895,3607,15,25,9,6
49885,53,38127,53,377,94,283,2,30,1,1
63974,53,33864,53,618,111,507,4,30,2,2
39158,53,23110,53,168,78,90,2,30,1,1
59019,53,48512,53,179,86,93,2,30,1,1
64422,53,60156,53,180,94,86,2,29,1,1
51657,80,10496,80,318,192,126,6,37,4,2
65496,123,10878,123,184,94,90,2,30,1,1
43591,443,23363,443,4680,2835,1845,33,80,16,17
57262,53,45135,53,94,94,0,1,30,1,0
55342,443,55342,443,5593,2346,3247,22,39,13,9
55903,53,48648,53,177,94,83,2,30,1,1
54934,443,9475,443,11700,3386,8314,63,362,33,30
49573,443,16183,443,7332,2197,5135,18,135,8,10
55417,53,34497,53,198,102,96,2,33,1,1
63970,28423,20673,28423,564,382,182,9,15,6,3
54753,443,7702,443,84945,5052,79893,120,360,61,59
48965,443,50088,443,9519,4377,5142,33,354,17,16
55820,53,60004,53,194,102,92,2,31,1,1
44893,53,32339,53,199,94,105,2,30,1,1
55598,41565,5694,41565,70,70,0,1,5,1,0
37168,443,5501,443,4871,923,3948,19,360,10,9
43564,53,37702,53,199,94,105,2,30,1,1
52944,53,19420,53,168,78,90,2,30,1,1
27988,40012,43574,40012,253,190,63,2,30,1,1
49897,443,23230,443,33013,21249,11764,151,492,79,72
64929,53,16910,53,168,86,82,2,31,1,1
53601,30160,62732,30160,70,70,0,1,4,1,0
55956,443,61641,443,6058,1749,4309,22,200,13,9
65416,53,1423,53,758,102,656,2,30,1,1
58876,80,60067,80,32098,2435,29663,47,75,24,23
58760,443,41927,443,45482,2178,43304,56,15,22,34
49219,80,41190,80,2010,664,1346,11,84,7,4
39053,443,36119,443,6699,4494,2205,27,29,14,13
51813,63933,50803,63933,70,70,0,2,8,2,0
59275,443,56019,443,242735602,5306961,237428641,238334,3604,81340,156994
53801,443,63448,443,499,425,74,4,0,3,1
52072,25595,25464,25595,70,70,0,2,8,2,0
64303,53,3497,53,212,102,110,2,30,1,1
49543,80,13855,80,1548,847,701,10,15,5,5
53392,53,53392,53,832,106,726,2,30,1,1
49786,53,59022,53,752,110,642,2,30,1,1
39224,53,62138,53,168,78,90,2,29,1,1
56890,443,61166,443,6935,1415,5520,22,186,12,10
56928,53,10586,53,178,94,84,2,30,1,1
55010,53,42242,53,195,102,93,2,29,1,1
59752,443,56734,443,2233,1237,996,18,75,9,9
58056,443,56911,443,866223,30135,836088,916,138,300,616
58409,53,57147,53,307,86,221,2,30,1,1
56878,53,49284,53,168,86,82,2,31,1,1
64303,443,22839,443,3205,781,2424,17,135,8,9
56640,53,60510,53,733,93,640,2,31,1,1
21133,33447,47731,33447,481,150,331,2,1199,1,1
49183,53,46145,53,817,102,715,2,30,1,1
49891,80,47196,80,1376,946,430,8,86,5,3
49580,53,62367,53,196,102,94,2,30,1,1
60755,443,57914,443,61151,2474,58677,61,25,16,45
16384,443,23910,443,2227,1018,1209,17,16,8,9
46248,443,47277,443,979612,946319,33293,1091,25,690,401
53853,443,28816,443,3692,2154,1538,25,81,12,13
49432,53,21540,53,199,94,105,2,30,1,1
50479,443,34516,443,5491,2608,2883,17,122,8,9
49450,443,10791,443,5792,1511,4281,19,77,11,8
56252,53,39340,53,228,110,118,2,30,1,1
53117,37529,38733,37529,70,70,0,1,5,1,0
49361,53,51044,53,184,94,90,2,31,1,1
60996,443,58632,443,6043,1568,4475,11,120,4,7
49214,58485,20411,58485,70,70,0,1,5,1,0
60760,20010,11977,20010,70,70,0,1,5,1,0
56247,53,6224,53,215,102,113,2,30,1,1
43113,443,54317,443,3083,1817,1266,18,15,8,10
65427,53,2149,53,238,94,144,2,30,1,1
46440,443,14076,443,8465,3202,5263,23,120,10,13
64801,7000,64801,7000,2269,815,1454,14,15,7,7
49540,443,8159,443,7454,2377,5077,33,130,15,18
63882,49163,63966,49163,66,66,0,1,5,1,0
60036,53,52040,53,86,86,0,1,30,1,0
64974,53,31114,53,214,110,104,2,30,1,1
49735,443,60036,443,378,256,122,7,18,5,2
59350,443,59350,443,4401,1494,2907,19,27,11,8
64949,53,27960,53,472,124,348,4,39,2,2
59948,80,1436,80,1756,414,1342,12,15,6,6
10003,40811,32278,40811,292,158,134,2,30,1,1
51995,443,36323,443,9966,5049,4917,41,15,25,16
64244,53,63345,53,199,102,97,2,31,1,1
56453,53,58094,53,243,94,149,2,30,1,1
64613,53,11249,53,212,102,110,2,30,1,1
2582,80,2582,80,8395,700,7695,17,15,8,9
39827,53,39827,53,247,98,149,2,33,1,1
49490,53,6765,53,364,92,272,4,38,2,2
50063,443,44505,443,39888,5010,34878,60,104,32,28
52886,443,7611,443,26307,17595,8712,52,498,29,23
54941,80,51171,80,2513,567,1946,10,75,6,4
59298,80,59298,80,85989,14398,71591,143,15,40,103
59522,443,54778,443,8743,2676,6067,30,25,16,14
65035,53,56043,53,234,102,132,2,30,1,1
60995,443,11816,443,7583,2669,4914,31,17,16,15
14420,443,3846,443,5103,3164,1939,32,168,17,15
49817,53,35154,53,286,110,176,2,30,1,1
57259,443,65344,443,6439,1702,4737,21,68,13,8
56456,53,8981,53,195,102,93,2,30,1,1
49636,443,58848,443,9790,1841,7949,24,136,12,12
52607,443,60417,443,18341,14819,3522,59,1044,31,28
49480,53,49480,53,213,79,134,2,32,1,1
35292,8100,19734,8100,234,234,0,4,11,4,0
52202,443,56757,443,3036,818,2218,12,119,6,6
4956,53,4956,53,203,82,121,2,30,1,1
57015,53,61760,53,279,94,185,2,30,1,1
35810,443,45947,443,9276,1884,7392,23,94,13,10
50564,443,39683,443,8182,1488,6694,23,133,13,10
54743,80,43064,80,6453,1316,5137,16,315,9,7
64946,53,45329,53,210,102,108,2,30,1,1
64460,53,1617,53,196,102,94,2,30,1,1
60479,53928,56520,53928,70,70,0,1,5,1,0
55107,53,60741,53,184,94,90,2,29,1,1
44847,6892,1040,6892,279,161,118,3,1200,2,1
59031,80,8208,80,4119,611,3508,12,18,4,8
57470,8621,39581,8621,469,150,319,2,1199,1,1
57350,53,19217,53,771,101,670,2,31,1,1
50971,443,37029,443,469,403,66,4,0,3,1
50017,443,54344,443,51055,17321,33734,147,612,77,70
59725,443,21996,443,304,86,218,2,31,1,1
33748,443,24979,443,70,70,0,2,5,2,0
51589,80,62521,80,2091,1098,993,21,300,11,10
56775,53,53871,53,177,94,83,2,30,1,1
44907,80,29624,80,1514,962,552,7,16,5,2
61054,53,61054,53,237,91,146,2,33,1,1
56557,443,11082,443,36053,3513,32540,54,96,25,29
52002,80,36032,80,546,300,246,10,24,6,4
56160,53,10248,53,94,94,0,1,30,1,0
65514,53,61722,53,291,98,193,4,33,2,2
49360,53,44969,53,263,102,161,2,29,1,1
57022,80,30750,80,77115,5003,72112,110,35,56,54
53252,443,33448,443,41435,6615,34820,85,193,46,39
48840,443,52863,443,3297,2327,970,22,51,11,11
52119,49239,18789,49239,258,70,188,4,8,2,2
43228,443,18463,443,1527,940,587,14,22,8,6
50906,80,26380,80,13949172,164502,13784670,11537,135,2287,9250
57109,53,44560,53,711,87,624,2,31,1,1
49584,80,44285,80,318,192,126,6,42,4,2
57893,80,44001,80,318,192,126,6,26,4,2
50668,80,30546,80,24370,5713,18657,37,26,17,20
64519,53,14591,53,195,102,93,2,29,1,1
56336,53,29646,53,178,94,84,2,30,1,1
49519,443,49519,443,15064,2611,12453,43,76,23,20
47534,443,60052,443,291717,11752,279965,319,137,123,196
39683,443,12229,443,101895,6430,95465,152,175,66,86
55153,53,36786,53,733,94,639,2,30,1,1
64422,53,12114,53,180,94,86,2,31,1,1
57470,6881,50879,6881,1806,726,1080,24,2426,12,12
27997,80,36977,80,3683,591,3092,11,45,6,5
64578,53,53350,53,186,95,91,2,31,1,1
65382,443,15464,443,15607,5238,10369,36,126,19,17
55315,53,24638,53,196,102,94,2,31,1,1
65470,53,21136,53,226,94,132,2,30,1,1
65515,53,18334,53,195,102,93,2,29,1,1
56674,53,17434,53,183,94,89,2,31,1,1
33771,53,38746,53,506,316,190,3,30,2,1
53608,1024,20573,1024,70,70,0,1,5,1,0
53460,443,38830,443,25079,5739,19340,39,337,18,21
49305,53,59053,53,177,94,83,2,29,1,1
50378,443,14135,443,7738,879,6859,19,27,10,9
56984,53,7040,53,199,102,97,2,29,1,1
48817,6889,48817,6889,502,158,344,2,1200,1,1
46460,443,35545,443,5117,3501,1616,29,80,15,14
65292,53,23690,53,190,97,93,2,31,1,1
58077,36653,53473,36653,204,64,140,4,11,2,2
33922,443,8890,443,6084,1842,4242,26,329,14,12
46774,53,46774,53,235,90,145,2,33,1,1
49580,53,60391,53,196,102,94,2,30,1,1
51982,80,47547,80,14487990,289826,14198164,13259,54,3839,9420
62069,443,28586,443,38455,5252,33203,71,60,41,30
56266,53,11208,53,193,102,91,2,30,1,1
50862,443,14909,443,9930,2085,7845,21,318,11,10
34351,53,57036,53,202,83,119,2,31,1,1
50438,53,44786,53,296,101,195,4,31,2,2
61440,443,7179,443,7896,1207,6689,20,26,10,10
57288,443,50391,443,840,420,420,14,39,7,7
49320,53,28326,53,185,102,83,2,30,1,1
57143,53,34750,53,184,94,90,2,31,1,1
54819,443,17467,443,70,70,0,1,4,1,0
65404,53,11597,53,182,94,88,2,30,1,1
56279,53,33232,53,228,110,118,2,30,1,1
59778,443,33771,443,6723,1014,5709,19,29,10,9
46500,443,37783,443,494,280,214,8,29,5,3
55021,443,46013,443,31237,2116,29121,57,195,24,33
34163,443,6967,443,5035,768,4267,14,15,8,6
39724,443,28049,443,45852,4123,41729,61,17,25,36
57077,53,61276,53,166,86,80,2,30,1,1
55896,53,29667,53,733,94,639,2,30,1,1
35925,443,8324,443,1092248,9101,1083147,860,195,111,749
53589,40281,44450,40281,70,70,0,1,4,1,0
27005,30006,1523,30006,888,126,762,2,31,1,1
40768,443,17418,443,3287,2049,1238,12,32,7,5
50553,443,23117,443,1632,1023,609,16,133,9,7
63892,8080,57373,8080,1269,548,721,10,15,6,4
64572,443,16176,443,24918,2042,22876,40,16,19,21
55469,443,55469,443,4579,1672,2907,19,29,11,8
49791,53,7553,53,216,94,122,2,30,1,1
58453,443,9103,443,9972,2138,7834,39,130,19,20
49349,53,12679,53,405,110,295,4,38,2,2
57301,53,33321,53,170,87,83,2,31,1,1
58921,443,58921,443,4627,1720,2907,19,28,11,8
61414,443,14574,443,5020,860,4160,18,28,9,9
52489,443,60427,443,32975,9028,23947,39,15,18,21
65040,53,64754,53,749,94,655,2,30,1,1
34657,443,29815,443,3521,516,3005,12,15,6,6
49867,443,24010,443,7461,2841,4620,19,103,11,8
44351,53,3058,53,168,78,90,2,30,1,1
56709,53,55050,53,211,102,109,2,30,1,1
56569,53,5839,53,181,94,87,2,32,1,1
35515,80,62151,80,841,715,126,5,15,3,2
49528,53,57566,53,177,94,83,2,30,1,1
60295,53,27114,53,224,94,130,2,30,1,1
57132,443,41283,443,6489,1065,5424,22,255,12,10
55912,53,3506,53,184,94,90,2,30,1,1
63937,53,8865,53,183,94,89,2,30,1,1
64758,53,8387,53,734,94,640,2,30,1,1
41269,443,9096,443,78,78,0,1,5,1,0
33642,443,1036,443,8533,4446,4087,65,160,32,33
55754,53,35474,53,177,94,83,2,30,1,1
28010,443,22569,443,5515,1388,4127,18,15,9,9
62923,993,4264,993,9848,4639,5209,83,41,42,41
63728,11785,52016,11785,66,66,0,2,8,2,0
56519,53,32715,53,711,87,624,2,30,1,1
50567,443,48889,443,7367,1149,6218,18,26,9,9
49466,53,56538,53,202,103,99,2,31,1,1
49547,443,61463,443,7817,1780,6037,26,172,13,13
52005,33191,35955,33191,70,70,0,1,5,1,0
52014,80,24294,80,30427,2131,28296,66,32,25,41
49233,53,56407,53,196,102,94,2,29,1,1
56661,53,7946,53,297,102,195,4,33,2,2
64811,53,37013,53,193,102,91,2,29,1,1
64288,53,10803,53,182,93,89,2,31,1,1
64047,16221,34665,16221,66,66,0,2,8,2,0
49898,53,13665,53,184,94,90,2,30,1,1
64937,53,49091,53,94,94,0,1,30,1,0
52513,443,40002,443,5096,810,4286,15,15,8,7
64520,53,59126,53,196,100,96,2,30,1,1
64143,53,33110,53,179,94,85,2,30,1,1
53756,443,48419,443,499,425,74,4,0,3,1
50239,53,39194,53,183,94,89,2,30,1,1
65249,53,21680,53,182,102,80,2,30,1,1
53712,44822,45976,44822,320,140,180,6,5,3,3
9329,443,17986,443,3255,430,2825,11,15,6,5
55027,53,18719,53,168,86,82,2,30,1,1
56725,53,37417,53,176,90,86,3,55,2,1
49516,80,21754,80,1256,746,510,11,70,6,5
55479,53,49461,53,232,94,138,2,30,1,1
8890,443,57332,443,4367,1108,3259,37,426,11,26
51491,443,61886,443,343,163,180,6,15,3,3
53815,17290,25400,17290,70,70,0,1,4,1,0
49880,80,21728,80,2087,1215,872,8,88,5,3
49569,53,26958,53,821,102,719,2,30,1,1
55671,53,24025,53,196,102,94,2,33,1,1
56777,42486,21252,42486,70,70,0,1,5,1,0
54680,443,15778,443,1786,172,1614,7,120,3,4
49489,53,23234,53,241,118,123,2,30,1,1
49896,443,43604,443,5996,976,5020,19,35,10,9
27910,53,18233,53,211,94,117,2,30,1,1
58266,443,20650,443,5619,1387,4232,18,205,10,8
50985,80,61422,80,613,539,74,7,15,6,1
55199,53,58104,53,212,108,104,2,30,1,1
57898,443,41076,443,240332,6623,233709,258,170,92,166
55996,53,61146,53,196,86,110,2,30,1,1
63529,53,63529,53,217,91,126,2,30,1,1
33136,443,16239,443,6648,1556,5092,23,29,13,10
50008,53,59037,53,359,95,264,4,46,2,2
6775,53,6775,53,228,90,138,2,32,1,1
38753,443,17390,443,29887852,586245,29301607,27419,299,7975,19444
64751,53,29777,53,172,88,84,2,30,1,1
50980,443,34954,443,7959,3288,4671,19,97,11,8
56998,53,64754,53,177,94,83,2,30,1,1
41751,443,36135,443,4570,792,3778,15,15,8,7
58492,443,51321,443,5611,1560,4051,22,266,13,9
57427,53,45535,53,363,94,269,2,30,1,1
48981,15000,58211,15000,130,70,60,2,5,1,1
57095,53,33152,53,177,94,83,2,30,1,1
55039,53,21186,53,177,94,83,2,30,1,1
62187,443,25960,443,36473,7710,28763,63,124,27,36
38175,443,55489,443,10208,2219,7989,37,125,19,18
63908,33945,27378,33945,312,132,180,6,7,3,3
50319,53,41804,53,188,96,92,2,31,1,1
53876,53380,35736,53380,70,70,0,2,8,2,0
56660,53,55953,53,183,94,89,2,31,1,1
33982,80,37305,80,1152,712,440,10,15,5,5
57164,443,51715,443,522,78,444,8,22,2,6
56835,53,37097,53,170,87,83,2,31,1,1
40290,22,40290,22,66,66,0,1,5,1,0
44691,53,43758,53,199,94,105,2,30,1,1
37965,32305,6845,32305,1650,1650,0,26,1537,26,0
56507,80,59986,80,1583,712,871,10,136,6,4
60222,443,18964,443,4308,1658,2650,14,16,7,7
52090,443,7071,443,6383,5237,1146,19,16,11,8
57192,53,34742,53,170,87,83,2,31,1,1
38703,443,53775,443,90561,3481,87080,96,16,31,65
58431,443,11477,443,5771,3201,2570,22,161,10,12
57335,443,56068,443,56199,3856,52343,81,216,39,42
53435,443,53435,443,2503,1457,1046,21,102,10,11
55973,53,5208,53,939,678,261,2,30,1,1
5588,5588,0,0,3562,1936,1626,48,195,24,24
51818,80,64733,80,366,240,126,7,25,5,2
49831,53,24463,53,364,102,262,2,30,1,1
55308,443,1473,443,4981,943,4038,20,360,10,10
58302,443,37691,443,4611,3176,1435,26,30,15,11
1739,80,1739,80,198357,5070,193287,197,95,63,134
58970,80,38149,80,1521,967,554,10,75,6,4
57721,443,65259,443,1019,644,375,10,37,6,4
59248,443,51315,443,8332,1024,7308,21,25,11,10
55656,53,30150,53,413,102,311,2,30,1,1
49418,23333,56641,23333,244,71,173,2,30,1,1
52181,1038,23058,1038,70,70,0,2,8,2,0
36003,443,8954,443,70007,4677,65330,92,172,36,56
49351,53,27652,53,166,86,80,2,30,1,1
51221,55497,24312,55497,330,330,0,6,1200,6,0
41184,53,29887,53,168,78,90,2,30,1,1
49900,443,19208,443,52800,13228,39572,134,154,64,70
56711,443,47786,443,8005,1985,6020,20,15,11,9
61060,53,61060,53,257,106,151,2,30,1,1
52110,80,18812,80,422,240,182,8,26,5,3
44687,443,14376,443,3054,1741,1313,20,27,8,12
27005,30009,8020,30009,889,126,763,3,31,2,1
49326,53,16602,53,186,95,91,2,30,1,1
65222,53,8527,53,212,102,110,2,30,1,1
38708,443,36955,443,90166,3481,86685,96,15,31,65
65274,53,19286,53,295,101,194,4,32,2,2
52142,54954,50454,54954,70,70,0,2,8,2,0
59366,443,63784,443,59122,7352,51770,85,322,41,44
52018,2425,48269,2425,70,70,0,1,5,1,0
56221,443,24462,443,129824,16359,113465,185,459,79,106
50992,443,14898,443,49212,42366,6846,109,147,59,50
56490,80,11731,80,43084,3056,40028,60,135,27,33
57329,443,20931,443,7472,2014,5458,29,16,16,13
2588,53,2588,53,197,76,121,2,30,1,1
53834,443,62616,443,499,425,74,4,0,3,1
65241,53,65497,53,196,100,96,2,30,1,1
54036,443,30085,443,43295,8391,34904,66,49,32,34
13826,53,57057,53,200,94,106,2,31,1,1
49636,53,21781,53,176,90,86,2,31,1,1
50563,443,65476,443,1313,876,437,11,26,6,5
54818,443,9214,443,13069,6969,6100,37,164,23,14
58855,443,45547,443,5168,700,4468,16,14,7,9
34856,443,47870,443,7524,1903,5621,31,22,18,13
49737,443,48877,443,35419,29471,5948,42,31,27,15
55163,53,35742,53,194,99,95,2,31,1,1
52008,49383,8718,49383,70,70,0,2,8,2,0
56811,44008,31634,44008,3034,1547,1487,12,16,7,5
56308,443,13053,443,1622,1137,485,11,26,7,4
65532,53,6977,53,255,102,153,2,29,1,1
37889,53,32762,53,199,94,105,2,30,1,1
51815,28665,41311,28665,70,70,0,2,7,2,0
56198,53,15932,53,789,110,679,2,31,1,1
55624,53,62232,53,244,94,150,2,29,1,1
50623,443,64489,443,1350,773,577,15,107,8,7
60632,53,3971,53,179,86,93,2,29,1,1
11044,443,11044,443,6981,948,6033,17,27,10,7
49776,53,15280,53,289,92,197,4,31,2,2
49773,53,17034,53,199,94,105,2,30,1,1
56748,53,55168,53,184,94,90,2,30,1,1
50599,80,50599,80,4228,3295,933,17,19,9,8
54242,443,22470,443,499,425,74,4,0,3,1
30188,27772,64348,27772,502,150,352,2,1200,1,1
41395,443,34255,443,6292,1492,4800,22,17,11,11
52774,80,57936,80,432,240,192,8,101,5,3
27005,32055,20958,32055,878,126,752,2,31,1,1
37606,443,60055,443,499,425,74,4,0,3,1
27005,1401,26580,1401,864,126,738,2,30,1,1
64378,53,28947,53,273,94,179,2,30,1,1
65110,53,12122,53,754,191,563,6,51,3,3
55447,53,41152,53,194,102,92,2,30,1,1
64882,53,8935,53,246,94,152,2,30,1,1
50356,53,7944,53,176,90,86,2,31,1,1
39057,53,39057,53,222,90,132,2,30,1,1
58827,443,27580,443,5167,700,4467,16,15,7,9
51038,443,30038,443,7263,1830,5433,27,16,15,12
56419,53,27801,53,199,102,97,2,30,1,1
52077,51638,13368,51638,70,70,0,2,8,2,0
53135,14297,19034,14297,70,70,0,2,8,2,0
5908,3389,5908,3389,3850,1745,2105,19,18,11,8
51753,15038,53015,15038,66,66,0,1,5,1,0
60053,53,50009,53,199,94,105,2,30,1,1
50801,443,41271,443,6893,1384,5509,19,140,9,10
55353,53,65240,53,168,86,82,2,30,1,1
49857,53,44627,53,165,86,79,2,29,1,1
56812,49600,3950,49600,3060,1569,1491,12,16,7,5
56963,53,8410,53,199,102,97,2,31,1,1
49917,53,29420,53,209,110,99,2,29,1,1
49523,80,32458,80,1399,826,573,11,38,6,5
52487,443,29392,443,13734,3206,10528,26,150,13,13
50665,443,2947,443,2626,1638,988,19,83,11,8
57174,53,65010,53,755,94,661,2,30,1,1
55046,443,52512,443,3804,1099,2705,19,137,8,11
50697,80,53956,80,2525,1403,1122,22,272,12,10
56674,80,12315,80,156,156,0,3,8,3,0
49436,53,51466,53,765,102,663,2,30,1,1
59940,80,29186,80,1169137,23501,1145636,1104,22,344,760
56652,443,7084,443,8006,1986,6020,20,15,11,9
40695,53,6681,53,168,78,90,2,29,1,1
56332,53,50254,53,186,95,91,2,30,1,1
50945,80,50945,80,78911,2499,76412,88,26,32,56
55455,443,13171,443,1786,172,1614,7,120,3,4
56538,443,45521,443,7760,1599,6161,23,80,13,10
54695,80,64600,80,2001,1107,894,13,150,7,6
46625,80,46625,80,51574,3466,48108,63,156,23,40
60047,443,35596,443,1350,689,661,14,44,8,6
47595,33438,0,0,106,106,0,1,60,1,0
53828,51354,58095,51354,70,70,0,1,4,1,0
60398,443,27669,443,2847,1797,1050,24,85,13,11
55727,53,65316,53,711,87,624,2,31,1,1
58771,53,58771,53,226,106,120,2,30,1,1
56889,53,34075,53,177,94,83,2,30,1,1
49372,53,16928,53,210,110,100,2,30,1,1
34338,443,58177,443,4542,2358,2184,20,20,11,9
59328,80,59328,80,24437,12718,11719,41,15,16,25
53785,53,12230,53,167,78,89,2,31,1,1
50803,443,31091,443,6417,1376,5041,19,140,9,10
58764,443,5482,443,21960,14378,7582,49,18,26,23
49359,53,8497,53,216,110,106,2,30,1,1
53670,80,8760,80,950,502,448,12,15,7,5
45964,59999,45964,59999,60,60,0,1,5,1,0
53231,443,2130,443,8906,1533,7373,32,58,16,16
50584,51748,57588,51748,1356,300,1056,6,1200,3,3
55609,443,14768,443,13039,4388,8651,93,1191,47,46
56152,53,35520,53,195,102,93,2,29,1,1
56607,443,26886,443,133596,5859,127737,148,120,51,97
59964,443,4370,443,48525,4928,43597,111,660,55,56
50748,443,45400,443,12166,8765,3401,52,561,25,27
55317,53,36634,53,711,87,624,2,31,1,1
26504,80,26504,80,13592,1419,12173,25,31,13,12
49542,80,57907,80,1012,531,481,8,25,5,3
44967,443,36379,443,7474,1946,5528,33,270,18,15
50298,443,51193,443,11984,6772,5212,52,222,30,22
26496,80,26496,80,160989,10162,150827,189,31,81,108
64414,53,29559,53,193,102,91,2,31,1,1
43674,80,54012,80,3714,1646,2068,18,186,9,9
60026,443,10175,443,8382,2454,5928,44,86,26,18
65384,53,4009,53,443,182,261,6,30,3,3
49900,443,38776,443,8417,1173,7244,18,86,9,9
11786,53,11786,53,194,87,107,2,30,1,1
56701,443,57052,443,8007,1987,6020,20,15,11,9
56375,53,31585,53,177,94,83,2,31,1,1
56942,53,10682,53,177,94,83,2,31,1,1
55582,53,5858,53,177,94,83,2,30,1,1
26447,80,26447,80,12599,1479,11120,28,16,15,13
64217,53,23995,53,193,102,91,2,30,1,1
49783,443,33987,443,10095,2871,7224,23,126,12,11
53603,53796,63183,53796,70,70,0,2,7,2,0
56428,80,32588,80,17247,1619,15628,26,25,11,15
64256,53,29163,53,244,94,150,2,30,1,1
56004,53,42302,53,172,88,84,2,30,1,1
48014,80,51000,80,4006,3572,434,14,15,7,7
55236,53,12241,53,819,102,717,2,29,1,1
55850,443,57703,443,4344,2189,2155,15,126,7,8
49426,53,14946,53,492,91,401,4,56,2,2
57442,53,59819,53,411,110,301,2,30,1,1
27005,27015,60875,27015,881,126,755,2,30,1,1
50584,29040,20008,29040,509,150,359,2,1200,1,1
64999,27034,10678,27034,735,462,273,2,29,1,1
49913,443,31997,443,5570,901,4669,16,27,8,8
64516,53,13798,53,216,110,106,2,30,1,1
41603,443,56421,443,16028,3246,12782,37,272,19,18
65140,53,46396,53,199,102,97,2,29,1,1
53523,5362,54435,5362,320,140,180,6,6,3,3
49526,53,35749,53,272,97,175,4,58,2,2
65087,53,28763,53,229,94,135,2,30,1,1
49360,443,11814,443,5782,1008,4774,17,16,8,9
55694,53,54062,53,166,85,81,2,31,1,1
65241,53,34581,53,198,102,96,2,30,1,1
60412,80,59747,80,958,543,415,11,315,6,5
57536,443,25705,443,232,172,60,3,5,2,1
49455,443,62985,443,12386,1821,10565,23,33,11,12
49480,53,58009,53,184,94,90,2,31,1,1
56762,53,35908,53,168,86,82,2,31,1,1
55031,5222,39174,5222,6192,3767,2425,53,64,29,24
56629,443,57154,443,7889,1900,5989,20,15,11,9
50218,53,12883,53,165,86,79,2,29,1,1
55820,53,26876,53,184,94,90,2,30,1,1
27005,33058,7981,33058,884,126,758,2,31,1,1
53035,443,43721,443,3473,881,2592,13,121,6,7
10031,443,14432,443,34551,3731,30820,54,112,23,31
50932,80,42211,80,11381441,121813,11259628,9309,119,1741,7568
58853,443,38782,443,59754,9493,50261,131,367,68,63
56464,53,56163,53,177,94,83,2,30,1,1
55009,1114,14128,1114,6562,1873,4689,25,16,15,10
55354,53,26809,53,212,108,104,2,31,1,1
65030,53,52927,53,785,110,675,2,30,1,1
55166,53,19784,53,177,94,83,2,30,1,1
52074,57947,9698,57947,70,70,0,1,5,1,0
55784,53,64875,53,330,94,236,4,48,2,2
58780,443,38855,443,8661,1687,6974,30,244,16,14
52322,443,52322,443,6926,828,6098,17,26,9,8
35713,443,23137,443,5315,2861,2454,16,135,8,8
55056,443,52975,443,8309,1561,6748,26,204,14,12
52059,47363,55015,47363,70,70,0,1,5,1,0
50172,443,51694,443,3756,1914,1842,19,361,9,10
49498,443,36900,443,267319,11446,255873,336,192,117,219
50467,53,38713,53,758,93,665,2,31,1,1
51979,80,40174,80,366,240,126,7,25,5,2
48024,443,44709,443,9194,1066,8128,21,27,12,9
50620,443,5914,443,1277,851,426,12,92,7,5
56896,53,21578,53,177,94,83,2,30,1,1
49323,53,9705,53,210,110,100,2,30,1,1
37174,443,43183,443,752907,69016,683891,1372,231,537,835
42841,53,47596,53,168,78,90,2,30,1,1
50000,53,40875,53,263,110,153,2,30,1,1
49568,443,58538,443,7180,4959,2221,34,81,18,16
57915,443,51000,443,4103,2950,1153,26,131,16,10
49246,53,63715,53,286,102,184,2,31,1,1
61453,443,29702,443,8052,1307,6745,27,125,16,11
59753,27016,15718,27016,1718,1386,332,8,30,4,4
57171,3389,57171,3389,3428,1714,1714,16,33,8,8
56995,443,35339,443,8721,2518,6203,29,159,13,16
57824,443,57824,443,4669,1762,2907,19,30,11,8
56058,53,33400,53,200,94,106,2,30,1,1
46385,53,10375,53,199,94,105,2,30,1,1
56743,443,64118,443,8060,2040,6020,20,15,11,9
63039,443,48295,443,448,166,282,2,29,1,1
53792,443,8707,443,499,425,74,4,0,3,1
55851,53,30574,53,183,102,81,2,30,1,1
50596,53,52895,53,168,86,82,2,29,1,1
